Item Code,Item Name,Barcode,Cost,VAT.Rsp,GP.%,Qty,Category,Supplier,Brand
8105177,ROYALFORD SAUCE PAN W/LID 20CM RF2962,6294009924458,31.5,38.0,17.11%,1,Fryers / Pans,ROYALFORD GENERAL TRADING LLC,ROYALFORD
8105294,ROYALFORD GRINDING BOWL RF7292,6294020008632,15.75,19.95,21.05%,4,Bowls,ROYALFORD GENERAL TRADING LLC,ROYALFORD
8106157,GRB SOAN PAPDI 200GM,8906010367879,4.2,4.99,15.80%,14,Other Biscuits & Cakes,AL TAYEB DISTRIBUTION - SOLE PROPRIETORSHIP L.L.C,GRB
8106167,EMIRATES MACARONI BIG 400GM,6291047020777,4.46,5.25,15.00%,16,Pasta,AL SEER TRADING AGENCIES,EMIRATES MACARONI
8106231,BIC L1 FLEX BBQ LIGHTER,3086123268104,13.62,15.95,14.62%,3,KITCHEN GAS LIGHTER,FINE FAIR COMMERCIAL COMPLEX L.L.C,BIC
8106262,YOUNGS SANDWICH SPREAD 200ML,8964000061626,7.73,9.25,16.45%,6,Other Preserve & Spread,SHAFI BROTHERS & CO,YOUNGS
8106527,GIRNAR GREEN TEA WITH LEMON&HONEY 10X12G,8901037010548,4.2,5.5,23.64%,6,GREEN TEA,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,GIRNAR
8106548,AL WOROOD PENNI 400GM 4PC,6297000056784,10.4,11.9501,13.01%,69,Spageti,AL OUFOUK CO(CONSUMER),AL WOROOD
8106794,MODERN CLASSIC Y-FORNT BRIEF ASSTD 105,8901326013960,16.28,23.1,29.55%,1,Mens Briefs,YELLOW FLOWER TRADING FZCO(JOCKY),JOCKEY
8107261,VILEDA SHAMMY 1PC,4003790201370,15.75,21.0,24.99%,7,Scourer & Clean Clothes,PIONEERS HORIZON TRADING L.L.C,VILEDA
8110109,ORAL B PULSAR 3DW PEARL 35S,3014260832544,30.89,35.0,11.75%,0,Other Dental Care,TRANSMED OVERSEAS INCORPORATED S.A,ORAL B
8111031,1127-2 ROSETTI M.KIT,6949301111272,67.62,94.9998,28.82%,11,Make Up Sets,FAKHREE CENTRE BR. (L.L.C),MARKET
8111033,1128 ROSETTI M.KIT,6949301111289,84.0,119.0,29.41%,5,Make Up Sets,SHAJARA AL MUFADDAL GENERAL TRADING L.L.C,NO BRAND
8111105,CALIFORNIA G RED KIDNEY BEANS 3+1 400GM,882149030366,9.56,10.9499,12.74%,7,Canned Baked Beans,ALINEA DISTRIBUTION COMPANY L.L.C,CALIFORNIA GARDEN
8111410,AL ISLAMI OKRA FINE 400GM,6291002110024,3.94,4.5,12.50%,1,Okra,AL ISLAMI FOODS L.L.C,AL ISLAMI
8111630,TIDE MATIC POWER GEL 1.8 L,4084500895003,16.8,23.0,26.96%,1,Liquids & Concentrates,TRANSMED OVERSEAS INCORPORATED S.A,TIDE
8112422,HALWANI RASPBERRY JAM 400 GM,6281041238414,9.11,10.5,13.20%,4,Jams,ARABIAN OASIS FOOD CO. L.L.C.,HALWANI
8113077,HENNA ROYAL RED HAIR COLOR,8901371090046,5.25,6.95,24.46%,11,Mens Hair Colorant,ZAYAN COSMETIC TRADING LLC,HENNA SPEEDY
8113078,HENNA ROYAL BLACK HAIR COLOR,8901371090015,5.25,7.0,25.00%,9,Mens Hair Colorant,ZAYAN COSMETIC TRADING LLC,HENNA SPEEDY
8113639,DABBASS 500 GM,06607241644,5.58,6.9899,20.20%,1,Other Dried Fruits,KASCO STAR FOODSTUFF TRADING LLC,KASCO
8113655,CAMELICIOUS CAMEL MILK 250 ML,6291115000038,5.4,5.99,9.90%,5,Fresh Milk,STERILAC DAIRY CO.LLC,CAMELICIOUS
8117210,SIGNAL TOOTH PASTE 120 GM,6221048407833,4.02,4.95,18.76%,22,Toothpaste & Tooth powder,BEERAN KUTTY GENERAL TRADING LLC,SIGNAL
8118571,AMERICANA CHICKEN STRIPS 750GM,6281050114891,24.14,26.9504,10.41%,3,BROASTED CHICKEN,ALINEA DISTRIBUTION COMPANY L.L.C,AMERICANA
8118865,AL AIN TOMATO PASTE TETRA 135GM 7+1,6291100006021,9.32,10.99,15.22%,1,Ketchup,AL AIN FOOD & BEVERAGES PJSC,AL AIN
8119325,PERSIL HF NEW GEL 3+1LTR FREE,6281031258361,37.54,42.0,10.62%,3,Liquids & Concentrates,GULF INTERNATIONAL,PERSIL
8119539,MADHOOR POOJA COTTON CLOTH,9000700010805,5.04,8.5,40.71%,2,POOJA ITEMS_02011001,MADHOOR STORES LLC,MARKET
8119540,300 MADHOOR MOLI BIG,9000700010881,2.68,4.5,40.50%,1,POOJA ITEMS_02011001,MADHOOR STORES LLC,MARKET
8120229,CANADA DRY DANA 250ML CAN,5449000094230,1.67,2.0,16.74%,14,Bottled Fruit Juice,COCA-COLA AL AHLIA BEVERAGES COMPANY LLC,CANADA DRY
8120230,CANADA DRY CREAM SODA 250ML,5449000094247,1.67,2.0,16.68%,24,SODA WATER,COCA-COLA AL AHLIA BEVERAGES COMPANY LLC,CANADA DRY
8121398,BRITANNIA GOOD DAY CHOCO CHIPS CHUNKIES 4X82GM,6291007905946,7.61,10.95,30.48%,29,Cookies,ALPHAMED GENERAL TRADING LLC,BRITANNIA
8121624,OCB SLIM PAPER,30058569,1.05,2.75,61.95%,28,OTHER TOBACCO,AL QAED INTERNATIONAL GENERAL TRADING LLC,OCB
8122025,GEEPAS RECH LED SEARCH LIGHT GSL5572,6294015500660,68.25,79.0,13.61%,7,Torches,WESTERN INTERNATIONAL LLC,GEEPAS
8122360,KELANI LANKA KOORU MURUKKU 100 GM,4796003680726,2.89,3.95,26.90%,3,Other Crisps,HEARTLAND GENERAL TRADING CO. LLC,KELANI LANKA
8122589,5353 SPORT WATER BOTTEL,6296901953536,7.88,12.0,34.38%,20,Jugs /Tumblers,AL SAFA GENERAL TRADING LLC,ELIZ
8122896,CAMEL CRAYONS JUMBO 12 COL,8901425036976,4.36,8.0,45.53%,1,Colours,AL IMAN STATIONERY LLC,CAMEL
8124229,RAYSOOT 208/209 FUSION CAR HOLDER LEARHE,05701321762,15.75,29.0,45.69%,11,Purses_30002001,RAYSOOT WORLD TRADING,WESTERN
8124230,RAYSOOT 326/303 LEATHER WALLET,05701321763,21.0,35.0,40.00%,9,Purses_30002001,RAYSOOT WORLD TRADING,WESTERN
8124233,2001/2006/2005/2010 RED JTALY LTR WALLET,05701321766,22.75,35.0,34.99%,8,MENS BELT,RAYSOOT WORLD TRADING,WESTERN
8124234,RAYSOOT FUSION LONG WALLET MIX,05701321767,21.0,35.0,40.00%,11,Purses_30002001,RAYSOOT WORLD TRADING,WESTERN
8124554,ELITE MEDICAL MATTRESS 190X90X8,05701371760,50.4,75.0,32.80%,-1,Mattress,ELITE LAND GENERAL TRADING L.L.C,LADIES WALLETXXXXXX
8126709,ROYALFORD RF7719 MINI VEG CHOPER,6294020012905,10.15,13.5,24.82%,6,Glass Sets/Water Set,ROYALFORD GENERAL TRADING LLC,ROYALFORD
8127204,ROYALFORD RF7289 BAMBOO KITCHEN TOOL 5PC,6294020008601,6.82,9.95,31.41%,4,Kitchen Tools,ROYALFORD GENERAL TRADING LLC,ROYALFORD
8127847,JUNSUI NATURAL FACIAL WASH RADIANCE 100GM,8992222300377,6.12,8.95,31.56%,12,Face Wash,GEM PLAZA LLC,JUNSUI
8128119,AL AREEN CLEAR THIN BAG MEDIUM,10701831770,94.63,105.0,9.88%,49,PACKING ITEMS,AL AREEN TRADING CO. (L.L.C),AL AREEN
8128126,AL AREEN CLEAR THIN BAG LARGE,10701831777,94.99,107.5001,11.64%,139,PACKING ITEMS,AL AREEN TRADING CO. (L.L.C),AL AREEN
8128663,POCKET CARD HOLDER,10701891789,10.5,19.0,44.74%,18,Purses_30002001,RAYSOOT WORLD TRADING,ANUS(JIGESH)
8128987,ELITE MEDICAL MATTRESS 190X90X7,11701931758,44.1,65.0,32.15%,20,Mattress,ELITE LAND GENERAL TRADING L.L.C,ELITE LAND
8130098,CG GIRLS LONG COAT,12702121702,28.92,55.0001,47.43%,1,GIRLS BODY SUIT 3-36 M,SHAHAB STORES,BLADE
8130453,OLD SPICE ORIGINAL 100ML,5011321772335,11.81,15.75,25.00%,1,Shaving Cream,TRANSMED OVERSEAS INCORPORATED S.A,OLD SPICE
8130823,TANG ORANGE 2.5 KG+ 750GM,6291105065405,28.0,31.4475,10.95%,0,Powdered Drink,TECHNICAL INVESTMENTS FOR GENERAL TRADING,BLADE
8130836,KELANI LANKA PEPPER WHOLE 100GM,4796003680252,4.99,6.5,23.27%,1,Spices_01022002,HEARTLAND GENERAL TRADING CO. LLC,KELANI LANKA
8130971,NEZO FINE TABLE SALT (BLUE)  3X600GM,6419950092272,11.25,12.5,10.04%,8,Salt,M.H. ENTERPRISES (L.L.C.),NEZO
8131662,AL BAKER PLAIN PARATHA 2X400GM,6291003248610,8.14,9.5004,14.35%,12,Ethnic Ready Meals,IFFCO DISTRIBUTION SERVICES FZCO - (DUBAI BRANCH) -FFD,AL BAKER
8132481,KADRIS LED BULB 9W E27,6912345696265,13.12,16.5,20.45%,7,Light Bulbs/Tubes,NAJEEB KADIRI TRADING CO LLC,KADRIS
8132482,KADRIS LED BULB 12W E27,6912345696289,16.8,22.0,23.64%,6,Light Bulbs/Tubes,NAJEEB KADIRI TRADING CO LLC,KADRIS
8132488,KADRIS LED CANDLE BULB 5W E14,6912345696036,11.02,15.5,28.87%,6,Light Bulbs/Tubes,NAJEEB KADIRI TRADING CO LLC,KADRIS
8132856,SENSODYNE T.PASTE MULTI CARE 75ML+T/BRUSH&50ML MOUTH WASH FREE,6805699956935,21.61,24.5,11.79%,9,Toothpaste & Tooth powder,ALPHAMED GENERAL TRADING LLC,SENSODYNE
8133112,AL AREEN SUFRA SHEET 500GMX2 RL,2584462112634,9.45,12.75,25.88%,48,SUFRA ROLL,AL AREEN TRADING CO. (L.L.C),AL AREEN
8200047,HAVOC GOLD SPRAY,2222200716120,16.97,19.95,14.91%,8,Other Perfumes,BEERAN KUTTY GENERAL TRADING LLC,NO BRAND
8200210,SLOANS LINIMENT WHITE 120ML,2222200762011,4.36,5.5,20.80%,5,Medicine & First Aids,ZAYAN COSMETIC TRADING LLC,SLOANS
8200509,LADIES ABAYA,2222200867952,60.32,89.0,32.22%,1,LADIES ABAYA,NISSAR & IBRAHIM TR L.LC,NO BRAND
8201076,LADIES ABAYA C16,2222200894392,63.0,99.0,36.36%,5,LADIES ABAYA,NISSAR & IBRAHIM TR L.LC,NO BRAND
8201163,AL BAYAN MINERAL WATER,861,7.35,8.4,12.50%,0,Mineral/Spring Water,MARKET PURCHASE,AL BAYAN
8201355,ABAYA,2222200911013,78.75,119.0,33.82%,30,LADIES ABAYA,NISSAR & IBRAHIM TR L.LC,NO BRAND
8201715,HAND BRUSH 5227,2222200931134,4.2,6.5,35.39%,4,Brushes,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8202031,A5 CIRCLE FLOU LABELS,6932804400103,2.9,5.25,44.80%,3,Note Books,NEWDUBAI FOR FOOD & BEVERAGES TRADING CO. L.L.C,NO BRAND
8202577,SOAP CASE 4306,2222200980675,2.62,4.0,34.38%,8,SOAP BOX,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8203366,AL AREEJ SWEETS 1X6P,2030000022168,3.78,4.5,16.00%,17,Wholemeal Bread,Al Areej Bakery LLC,AL AREEJ
8204006,KADRIS UNIPOWER SCRAPER 4,2345670123825,6.3,8.5,25.88%,3,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
8204458,KINGSTON PILLOW MEDICATED,5674210105364,17.85,22.9992,22.39%,8,PILLOW,AL RAYAN EMIRATES GEN TRADING LLC,NO BRAND
8204459,ROYAL BIRD PILLOW,5674210106415,10.5,16.0,34.38%,2,PILLOW,AL RAYAN EMIRATES GEN TRADING LLC,NO BRAND
8205007,TASTY FOOD TAMARIND 500GM,6291104192850,8.24,10.0,17.63%,28,Spices_01022002,AL SAIEE GENERAL TR .LLC - S P,TASTY FOOD
8205374,AL AREEJ CAKES 1X6,20300000221868,3.78,4.0,5.50%,312,Whole Cakes,Al Areej Bakery LLC,AL AREEJ
8205377,APEX LEMON SQUEEZER,6294009308753,7.35,9.9992,26.49%,7,SQUEEZER,AL SAFI TRADING COMPANY LLC,APEX
8205747,AMERICAN HARVEST PEANUT B.CRNCHY 340GM,8906034814090,4.46,5.5,18.86%,2,Peanut Butter,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,AMERICAN HARVEST
8206059,WHITE THORTH 30X60,2222202079643,2.72,6.0,54.68%,50,LUNGI,AWRAK AL RABEE TRADING LLC,NO BRAND
8206561,KOPIKO COFFE CANDY 15GM,8886001200272,0.13,0.25,48.51%,18,Candy,HASHEMIZADEH TRADING CO. L.L.C,KOPIKO
8206641,ROYAL WOOL BLANKET 220X240,2222202090358,84.0,139.0001,39.57%,5,BLANKET,BLANKET HOUSE TRD L.L.C MKT,NO BRAND
8206746,ROMANA WATER 5 GALLON,6291105160292,5.25,6.0,12.50%,16,Mineral/Spring Water,NEW ROMANA GENERAL TRADING LLC,ROMANA
8206827,ROYALFORD APRON W/PROOF,6294009947419,3.68,7.4991,50.99%,6,Other Kitchen Access,ROYALFORD GENERAL TRADING LLC,ROYALFORD
8207217,SANTOOR BLANKET 220X240,2222202100620,84.0,119.0,29.41%,1,BLANKET,BLANKET HOUSE TRD L.L.C MKT,NO BRAND
8207788,FOOD CONTAINER 11880A,10820771888,4.97,7.5,33.78%,6,Other Kitchen Access,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8208504,KENJARDEN FORMAL PANT- YM40432.,01820851904,34.65,45.0,22.99%,23,Mens Formal Trousers,CRYSTAL GENERAL TRADING LLC,TAMBAS                        
8208911,BEST APPLE JUICE CAN 250ML,6254000157682,0.84,1.3125,36.00%,0,Bottled Fruit Juice,EMERGING WORLD - F.Z.C,PRAN
8209432,ROYAL BROWN HENNA 60G,8901371090022,5.25,6.5,19.23%,4,Mens Hair Colorant,MARKET PURCHASE,ROYAL
8209461,AL CAZAR MILK BREAD,7534518010129,2.1,2.5001,16.00%,10,White Bread,AL CAZAR BAKERY LLC,AL CAZAR
8209476,DIWALI TORAN 1200,9000700011024,11.52,15.75,26.85%,12,POOJA ITEM,MADHOOR STORES LLC,NO BRAND
8209868,SADIA CHICKEN GRILLER 1600GM,7893000470156,13.09,14.95,12.45%,5,Whole Chickens,FEDERAL FOODS LLC,SADIA
8210155,SANDO MOOV TRUNK,8906059180033,6.3,9.0,30.00%,56,MENS TRUNK,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8210356,LAYS XTRA MEXICAN TOMATO 65GM,6281036135506,3.46,3.675,5.71%,0,Potato Bags,SAUDI SNACK FOODS CO LTD,LAYS
8210451,AL CAZAR SMALL SLICED TASTY BREAD,6291106110418,2.36,2.75,14.09%,6,Specialty Breads,AL CAZAR BAKERY LLC,AL CAZAR
8210452,AL CAZAR FRUIT BREAD,6291106110241,2.36,2.75,14.09%,5,Specialty Breads,AL CAZAR BAKERY LLC,AL CAZAR
8210998,AZCO RICE COLLANDER AZCO 092,2362124500926,3.18,4.4993,29.29%,10,PLASTIC KITCHEN ACCS,ASCO HOUSEHOLD TRADING LLC,AZCO
8211854,ALS LUNGI,07400891557,14.26,18.0,20.79%,6,LUNGI,HOOR AL MADEENA TRADING LLC,ALTIMA
8212257,FLAMINGO COLOR PEN 211-12,6933650920623,6.04,9.5,36.45%,4,Colours,AL FAHIDI STATIONERY CENTRE,FLAMINGO
8212814,CAROLINA BLANKET 220X240,10401031570,54.53,129.0,57.73%,1,BLANKET,BLANKET HOUSE TRD L.L.C MKT,NO BRAND
8213115,SANDO BRAT BERMUDA,8906059180743,11.59,17.9991,35.59%,28,Ladies Bras,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8214137,AL CAZAR MIXTURE SMALL 50PC,7534518011041,15.75,18.0,12.50%,10,Indian Sweets,AL CAZAR BAKERY LLC,AL CAZAR
8214359,GO BUTTER MILK SOUTHERN SPICE 200ML,8906001028420,1.23,1.8375,33.14%,0,Flavoured Milk,AKM FOODSTUFF TRADING LLC,NO BRAND
8215291,MERIT KIDS COLOUR 12S,9328577009624,3.94,6.0,34.38%,3,Colours,FAMILY STATIONERY LLC,MERIT
8215733,HALA JUICE MIX 250ML,6085010031057,0.69,1.05,34.00%,0,Bottled Fruit Juice,NEW ROMANA GENERAL TRADING LLC,BOMBAY MAY-2016
8215768,JANNATUL NAYEEM,10401541621,16.9,26.25,35.60%,0,ABAYA&BURQA FABRIC,APSARA TRADING CO. LLC,BOMBAY MAY-2016
8216488,SARALON 4PC SET 1 PLY,01401681702,204.75,279.0,26.61%,4,BLANKET,BLANKET HOUSE TRD L.L.C MKT,NO BRAND
8216694,UNIVERSAL BED STAND,03401731769,4.2,9.9992,58.00%,9,CASES&COVERS,SHAMMA OMAR SAEED ALNOOBI MOBILE PHONES TRADING,NO BRAND
8216777,3G GOLD CHARGER,6945869290817,7.35,15.75,53.33%,14,CASES&COVERS,Nassem Al Madina Supermarket LLC,BOMBAY MAY-2016
8217160,SOLANA FLEECE BLANKET 220,04401811740,17.18,34.9997,50.91%,3,BLANKET,XXX5330,BOMBAY APRIL-2017
8217197,FOOD PACK FOAM PLATE+GLASS+SUFRA+NAPKIN,2584125487543,7.61,9.95,23.49%,5,Plates & Trays,AL AREEN TRADING CO. (L.L.C),FOOD PACK
8217289,VIP LUNGIE,05401861772,16.81,20.0,15.94%,11,LUNGI,HOOR AL MADEENA TRADING LLC,BOMBAY APRIL-2017
8217461,MOOV TRUNK 3PC,8906059180040,18.9,25.0,24.40%,55,MENS TRUNK,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8217556,ALS LUNGI,06401901767,14.26,18.9,24.56%,4,LUNGI,HOOR AL MADEENA TRADING LLC,BOMBAY APRIL-2017
8217827,PICCADELI CREAM BISCUITS CHOCOLATE 84G,6291003032080,0.52,0.9975,47.37%,0,Cream Filled Biscuits,IFFCO DISTRIBUTION SERVICES FZCO ( DUBAI BRANCH),PICCADELI
8218000,FORTUNE METAL WATCH,08401971723,21.26,40.0,46.86%,8,GENTS WATCH,KHATIM ELECTRONICS,BOMBAY JUN-2017
8218100,MENS SHIRT URBAN TECH-1,08401981775,69.09,115.5,40.18%,1,Mens Casual Shirt LS,BOMBAY PURCHASE,Bombay Aug 2017
8218178,FOOD CONTAINER 9680,09401991774,19.95,25.0,20.20%,2,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8218188,FAZLEE MANGO DRINK 250ML,846656005668,0.01,1.05,99.00%,0,Bottled Fruit Juice,CASH PURCHASE,Bombay Aug 2017
8218364,TAMBAS TRIMMER TB527,6291106382747,36.03,47.25,23.75%,0,SHAVER & TRIMMER,JOVIAN GENERAL TRADING L.L.C.,Bombay Aug 2017
8218379,FOOD CONTAINER 12840A,10402031770,3.73,5.5,32.23%,6,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8218380,FOOD CONTAINER 12840B,10402031771,4.93,7.5,34.20%,5,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8218382,FOOD CONTAINER 12840D,10402031773,9.92,14.5,31.57%,3,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8218696,GARNIER FACE WASH 100G BLACK,8901526209637,8.68,9.99,13.07%,8,Face Wash,BEERAN KUTTY GENERAL TRADING LLC,GARNIER
8218698,DOMS PENCIL 7263,8906073772634,11.29,14.9993,24.75%,12,Pencil & Leads,MARKET PURCHASE,China Sep 2017
8218777,FLAMINGO STEEL RULER,6941271414643,2.26,2.9999,24.75%,12,Ruler,AL FAHIDI STATIONERY CENTRE,FLAMINGO
8218786,MARIO MILK RUSK 300GM,8908003972770,4.55,5.95,23.60%,12,Bread Sticks,SHANKAR TRADING COMPANY L.L.C,MARIO
8218940,TC~TEA,01402131877,0.63,0.9975,36.84%,0,BEVERAGES,CASH PURCHASE,NO BRAND
8218997,ASTRO TRUNK,8906059180880,7.92,10.5,24.61%,28,MENS TRUNK,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8219183,A/H COCONUT MILK BANANA BASIL SEED 290ML,8855044027726,3.56,4.25,16.29%,14,Bottled Fruit Juice,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,AMERICAN HARVEST
8219184,A/H COCONUT MILK STRAWBERRY B/SEED 290ML,8855044027733,3.56,4.25,16.29%,17,Bottled Fruit Juice,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,AMERICAN HARVEST
8219185,A/H COCONUT MILK MANGO B/SEED 290ML,8855044027702,3.56,4.5,20.94%,5,Bottled Fruit Juice,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,AMERICAN HARVEST
8219326,KANZ BEAUTY CREAM,639072226577,4.85,4.95,2.08%,20,Face Cream & Lotion,ZAYAN COSMETIC TRADING LLC,KANZ
8219377,CASIO LEATHER LTP-V006GL,4971850030409,57.75,109.0,47.02%,1,CASIO,WHITE CLOUD INTERNATIONAL TRADING LLC,SEIKO
8219432,MOUNTING TAPE  MB-05,6937571600015,1.05,2.5001,57.97%,1,Clear Tape,AL DAWYANI GENERAL TRADING CO. L.L.C,NO BRAND
8219557,COSMO FACE WASH LEMON 150ML,6294015111873,5.98,7.95,24.72%,2,Face Wash,STERLING DISTRIBUTION COMPANY LLC,COSMO
8219558,COSMO FACE WASH NEEM 150ML,6294015111880,5.98,7.9485,24.70%,6,Face Wash,STERLING DISTRIBUTION COMPANY LLC,COSMO
8219559,COSMO FACE WASH PAPAYA 150ML,6294015111897,5.98,7.9485,24.70%,11,Face Wash,STERLING DISTRIBUTION COMPANY LLC,COSMO
8219560,COSMO SHAMPOO KERATIN 480ML,6294015112122,7.51,9.5,20.97%,6,Shampoo,STERLING DISTRIBUTION COMPANY LLC,COSMO
8219561,COSMO PETROLIUM JELLY COCOA BUTTER 125ML,6294015112399,2.26,3.3075,31.75%,9,Other Skin Care,STERLING DISTRIBUTION COMPANY LLC,COSMO
8219565,COSMO BODY LOTION HAWAJAN PLUMMERI 500ML,6294015114324,7.09,10.0,29.12%,6,Body Lotion,STERLING DISTRIBUTION COMPANY LLC,COSMO
8219626,SHISHA GREEN POWDER BTL,04402251886,2.66,4.9991,46.77%,31,OTHER TOBACCO,MARKET PURCHASE,NO BRAND
8219631,INDICA EASY HR CLR BROWN 32.5 ML,8902979027946,6.73,8.45,20.34%,2,Mens Hair Colorant,FINE FAIR COMMERCIAL COMPLEX L.L.C,INDICA
8219632,INDICA EASY HR CLR BRGNDY 32.5ML,8902979027953,6.73,8.45,20.35%,4,Mens Hair Colorant,FINE FAIR COMMERCIAL COMPLEX L.L.C,INDICA
8219633,FOGG DEO SPRAY MAJESTIC 120ML,8908001158497,14.48,16.4997,12.24%,1,Body Spray & Deodorant,FINE FAIR COMMERCIAL COMPLEX L.L.C,FOGG
8219680,GIRLS HALA FROCK SML,04402261868,12.14,19.0,36.13%,0,GIRLS FROCK 6-18 Y,HASSAN ALI LADIES TAILORING,NO BRAND
8219696,MEASURING  TAP 7.5MTR,6859889419069,5.88,12.0,51.01%,0,Tools & Hardware,AL JASSMI GENERAL TRADING LLC,NO BRAND
8220353,STEEL WOOL 1699 6PC,8546565325223,3.15,4.95,36.37%,10,Scourer & Clean Clothes,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8220504,SANDO H-FRONT DRAWER 3PC,8906059180408,17.21,23.0,25.15%,46,Mens Briefs,AL MASTOOR READYMADE GAR & TEX. TR. LLC,SANDO
8220543,RIN SURF EXCEL 200GM,8901030190735,2.11,2.625,19.60%,0,Washing Powder Front Load,BEERAN KUTTY GENERAL TRADING LLC,NO BRAND
8220580,"EURO HOSE TAP 3/4""",2222202056552,5.75,9.5,39.49%,0,Other Accessories_21007009,MULTI TRADE L.L.C,NO BRAND
8220674,FELTRON FLASH LIGHT 1020,6291107217390,24.94,29.9492,16.73%,0,Torches,FAIRWAY GENERAL TRADING LLC(FELTRON),FELTRON
8220685,TURMERIC POWDER-777   WRONG,432037,5.04,9.45,46.67%,0,Herbs,ARAB & INDIA SPICES LLC,NO BRAND
8220688,MUKTA VATTI 10,2222200887714,8.4,15.0,44.00%,8,Other Kitchen Access,KHIARA STORE L.L.C,NO BRAND
8220723,MUKTAVATTI 6.5,2222200937556,3.67,5.95,38.24%,1,Other Kitchen Access,KHIARA STORE L.L.C,NO BRAND
8220764,ATTAR BOTTLE ATTAR BOTTLE,03401251627,311.84,378.0,17.50%,0,Other Perfumes,MARKET PURCHASE,NO BRAND
8220801,PRAN BLACK TEA 225G PKT,647094841203,5.21,6.5,19.91%,22,Specialty Tea,EMERGING WORLD - F.Z.C,PRAN
8220806,BLUE BAG SMALL,2222200975671,0.68,0.0,0.00%,0,Other Kitchen Access,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8220891,BENZ RELAX  GYM VEST,2222202063673,8.93,12.0,25.63%,42,Mens Vest,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8220921,STEEL BUNK BED SINGLE,09822091821,104.19,179.0,41.79%,1,Cot,ELITE LAND GENERAL TRADING L.L.C,NO BRAND
8220958,STEEL LOCKER 4 TIER,2222200970973,126.0,169.0,25.44%,2,Cot,ELITE LAND GENERAL TRADING L.L.C,NO BRAND
8221030,TANG TROPICAL COCKTAIL 750G JAR,043000300336,11.16,13.545,17.60%,0,Powdered Drink,AL SEER TRADING AGENCIES,TANG
8221059,IDIGIX STEREO HEADPHONE MOB,05402281885,11.18,29.9996,62.73%,49,CASES&COVERS,SIM FONE MULTIMEDIA L.L.C,NO BRAND
8221262,WHITE DOVE CHAPPEL,08010006541752,0.92,2.499,63.24%,0,MENS SLIPPERS,MARKET PURCHASE,NO BRAND
8221297,SANDO TRUNK WITH POCKET,8906059180064,7.88,10.0,21.25%,35,MENS TRUNK,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8221368,ORIGINAL JUICE MANGO 250ML,6281100510284,0.74,0.9975,26.32%,0,Bottled Fruit Juice,GUFCO TRADING LLC,NO BRAND
8221445,PROME LYCHEE DRINK 170ML,8941713011407,0.43,0.525,18.00%,0,Bottled Fruit Juice,BAGASON MIDDLE EAST GEN.TRDG. L.L.C,PROME
8221463,AL KABEER CHICKEN&CHEESE FRANKS 340G,5033712165007,3.5,4.2,16.67%,0,Chicken Portions,SAHAR ENTERPRISES LLC,NO BRAND
8221573,CORIANDER POWDER  WRONG,432038,5.67,9.45,40.00%,0,Spices_01022002,ARAB & INDIA SPICES LLC,NO BRAND
8221603,HALA JUICE ORANGE 250ML,6085010031507,0.69,1.3125,47.20%,0,Bottled Fruit Juice,NEW ROMANA GENERAL TRADING LLC,NO BRAND
8221617,ZAIBA AAA BATTERY 2S,6924429894023,0.25,0.0,0.00%,0,Alkaline,XXX5330,NO BRAND
8221632,OVAL SPOON NO.1,2222200862360,2.1,3.5,40.00%,6,SPOON,KHIARA STORE L.L.C,NO BRAND
8221692,DEMOTIC BALL PEN 16998,8930122014345,0.15,1.05,86.01%,0,Pens,MARKET PURCHASE,NO BRAND
8221830,TOOTAL SOCKS 50037,9987125500374,5.84,8.4,30.50%,18,MENS SOCKS,GULF APPARELS LLC,NO BRAND
8221893,LADIES AGREE COLOUR XXL,01401161650,2.19,3.75,41.67%,0,LADIES PANTIES,MARKET PURCHASE,NO BRAND
8221894,LADIES PANTIES 7057,4001912,7.88,12.5,37.00%,3,LADIES PANTIES,BURJ AL SHANDAGHA TRDING (LLC),NO BRAND
